,x,y
119,84.42686531,15
120,56.12753187,10
121,8.966539172,12
122,35.83150352,9
123,29.7088376,10
124,62.00041329,7
125,6.809463911,9
126,47.3074676,11
127,92.61758679,7
128,0.054273894,12
129,10.67200142,14
130,79.43363197,9
131,56.32387551,5
132,34.28418117,13
133,35.58464863,10
134,70.70247789,10
135,56.56282017,8
136,0.202513533,9
137,94.11685648,9
138,14.20532593,10
139,19.00284658,14
140,5.110049061,8
141,92.58394535,10
142,93.69811777,9
143,12.40774689,10
144,95.13019265,10
145,69.29700917,9
146,90.59101769,9
147,27.02752426,7
148,59.46944749,12
149,98.24203779,16
150,65.27739272,9
151,37.81365072,6
152,8.812490385,3
153,14.04456964,13
154,88.27233012,12
155,92.32268622,14
156,6.228151824,11
157,47.59194651,7
158,12.61605201,16
159,1.433941652,11
160,12.32327018,9
161,83.85134193,14
162,88.74166759,7
163,44.64656769,11
164,42.73832173,5
165,9.668876277,12
166,18.0948467,8
167,13.40840876,15
168,22.90042609,9
169,81.84130043,8
170,82.48681973,6
171,79.57171181,6
172,53.74949884,11
173,24.54934146,11
174,92.30949194,11
175,53.15445375,7
176,70.43047741,13
177,3.987086448,8
178,53.38573679,13
179,80.27396218,7
180,18.07561256,10
181,69.27221641,6
182,52.96502886,10
183,12.66435827,9
184,54.15038634,17
185,14.4326038,7
186,32.34315899,10
187,13.56878241,9
188,45.22660011,7
189,93.11829647,9
190,76.56751161,8
191,37.08326139,10
192,85.1349643,11
193,77.44680971,10
194,39.27222313,19
195,22.82030147,8
196,42.58326795,9
197,9.59911379,13
198,15.54560489,11
199,42.76907786,10
200,61.36925342,10
201,99.70245289,10
202,72.92884998,8
203,1.709295227,9
204,68.57429827,3
205,48.03462205,7
206,38.31280032,4
207,49.69340551,11
208,15.27265734,9
209,63.01788357,8
210,45.60556789,7
211,40.96265761,14
212,47.79570804,9
213,90.25732304,9
214,96.95516955,10
215,73.68356106,11
216,29.81504297,5
217,92.61904489,5
218,89.72706096,13
219,54.66445552,8
220,16.95231881,6
221,1.417100173,9
222,96.40521533,11
223,91.75239974,10
224,72.73025236,7
225,70.00626768,9
226,83.27171123,11
227,96.42255292,8
228,61.05150287,10
229,48.61568217,13
230,67.16245229,9
231,89.44562308,12
232,64.00824646,9
233,1.613756386,12
234,49.40417465,9
235,53.46365448,6
236,48.10613259,7
237,16.65318219,12
238,45.05876568,7
239,67.03981131,16
240,57.75600213,9
241,11.00397499,11
242,22.95882534,10
243,51.57750198,10
244,54.47737798,7
245,33.04128386,13
246,31.35462436,5
247,24.90195318,11
248,42.7121866,11
249,31.35080782,9
250,28.47914994,12
251,0.407994166,10
252,55.18116334,12
253,64.92911656,6
254,80.93161755,11
255,50.81926032,7
256,17.20571427,10
257,38.58400858,8
258,43.99266611,9
259,82.85755378,12
260,30.09830711,7
261,96.72375033,15
262,44.85246565,11
263,34.86565857,9
264,65.60125833,8
265,92.70347818,9
266,71.25954959,8
267,24.74362378,14
268,28.97900431,9
269,18.15712955,11
270,39.31697996,10
271,29.26149874,12
272,71.15883436,10
273,95.73702018,8
274,69.50467355,10
275,69.05647682,11
276,79.83385767,11
277,92.3037657,13
278,87.17315635,9
279,19.65227628,13
280,51.41305961,8
281,67.5398625,8
282,81.51727023,7
283,30.47316864,12
284,16.50847516,10
285,96.56237047,6
286,12.57565946,11
287,99.69069157,14
288,23.33689469,14
289,72.07887887,9
290,36.66567102,5
291,32.63039377,11
292,43.35714621,8
293,67.16781612,8
294,53.06390203,10
295,43.21468677,12
296,17.94907886,8
297,96.04698617,13
298,79.34379468,6
299,61.83254332,5
300,16.02624163,16
301,36.02202348,13
302,72.21354546,7
303,88.36038907,11
304,43.47265179,6
305,70.87262953,16
306,11.8933138,10
307,39.61393766,14
308,99.40503296,10
309,28.31916404,13
310,43.05238898,18
311,96.04588368,14
312,17.07377234,11
313,9.662286821,12
314,71.2499053,15
315,16.42439598,8
316,28.97451662,9
317,65.8786851,9
318,69.53912466,5
319,83.73076627,4
320,18.04854576,8
321,45.04730608,10
322,5.027109734,5
323,91.69491518,10
324,65.38307508,8
325,43.43749753,10
326,16.21920464,6
327,35.95877329,8
328,46.58742552,7
329,53.4628419,12
330,71.91078446,10
331,52.63443927,3
332,46.30398687,11
333,35.36578366,13
334,63.67742948,11
335,84.34243808,8
336,23.12383156,11
337,65.29449436,5
338,78.07509352,15
339,90.5360942,8
340,75.3011096,13
341,61.94701926,10
342,24.39610693,9
343,38.01686787,6
344,88.05142888,7
345,64.03563041,6
346,50.93359766,11
347,33.93911889,8
348,49.87294849,8
349,58.00727513,11
350,29.22338373,8
351,10.25493192,7
352,37.28041758,10
353,25.35486284,10
354,4.994380637,9
355,79.59142795,15
356,96.34416539,8
357,26.97597221,17
358,5.892350199,8
359,81.67635538,4
360,80.54441083,13
361,79.36424271,11
362,32.95876088,7
363,88.54197795,8
364,87.15912828,9
365,44.59789465,8
366,85.27860001,5
367,80.3559304,12
368,44.98549916,8
369,89.06219506,10
370,97.7451066,8
371,55.51627518,11
372,8.456174098,10
373,30.73428993,17
374,49.30925735,15
375,85.70109175,9
376,76.06492005,15
377,1.959061506,6
378,97.78310417,11
379,77.70043043,10
380,59.53646752,9
381,60.26097529,9
382,99.43231116,10
383,2.937395638,12
384,17.7682796,8
385,68.83576529,11
386,50.99039106,16
387,84.08956765,10
388,32.04596911,12
389,59.95852354,9
390,39.84214831,12
391,82.08844347,8
392,71.03545556,8
393,15.31482928,6
394,73.80021531,7
395,74.98482531,7
396,32.27601,11
397,29.99568186,9
398,83.7866832,9
399,51.84524183,20
400,67.02326944,8
401,34.49131637,9
402,38.02049991,14
403,18.25814955,15
404,16.11054922,7
405,89.93640076,8
406,15.15774762,12
407,83.08315265,14
408,95.69669478,10
409,97.69959787,10
410,66.13870377,9
411,3.574237158,10
412,67.29426847,10
413,37.17099323,12
414,38.98228721,6
415,76.34118802,10
416,40.90486753,11
417,66.55221421,5
418,67.68664652,14
419,77.71498179,10
420,80.27265379,9
421,37.31741472,6
422,88.8525839,11
423,46.7903625,13
424,47.96646957,11
425,1.586241229,6
426,59.19571521,5
427,31.8343906,12
428,88.60556746,6
429,58.9262411,9
430,71.83059766,8
431,13.92024446,9
432,35.44097578,8
433,68.57563835,8
434,84.74824163,6
435,40.86902461,11
436,81.33940671,8
437,8.226576587,9
438,12.33916117,10
439,12.07872969,14
440,62.76990133,9
441,71.23509091,11
442,42.54607311,9
443,24.67899143,15
444,99.5644798,12
445,8.817135426,8
446,26.71049903,8
447,36.25841176,11
448,76.69236446,9
449,0.8314593,12
450,23.74054389,6
451,38.18414689,5
452,83.93558648,15
453,6.114790472,11
454,41.24660334,9
455,18.8147861,11
456,62.53698093,11
457,66.67772543,7
458,49.81153933,12
459,39.25893069,10
460,35.83016479,14
461,56.32227254,13
462,96.42293265,13
463,21.74055511,7
464,27.16215977,10
465,51.22469501,7
466,24.77164255,11
467,2.30078625,7
468,69.0408655,10
469,65.06426069,12
470,87.67725609,10
471,68.02948825,9
472,47.98065044,4
473,23.71712138,12
474,61.17499005,10
475,97.01028862,7
476,56.92905427,8
477,70.19209811,10
478,14.3284939,11
479,20.98434449,9
480,19.02021877,9
481,20.97202737,12
482,25.91792515,11
483,44.67163647,5
484,59.03992483,10
485,71.60676168,5
486,41.36332516,10
487,20.22237335,4
488,48.64724993,15
489,17.44572192,5
490,86.66673179,14
491,83.57072137,8
492,65.4478986,16
493,28.39981951,9
494,8.913652087,14
495,8.959457627,13
496,92.16228151,8
497,95.75123098,7
498,98.77215419,9
499,78.55098888,10
500,52.42353072,7
501,74.87075469,7
502,29.31146461,15
503,35.3153317,7
504,99.29626747,9
505,77.84600419,14
506,30.06804041,12
507,9.142615972,12
508,36.28702962,6
509,67.26518001,8
510,92.20583597,8
511,35.26817535,12
512,9.267383744,7
513,52.34662641,5
514,16.65691442,11
515,84.30423327,12
516,47.7096275,12
517,75.07871089,8
518,14.57579557,6
519,88.12072191,10
520,67.57833294,13
521,95.9713151,12
522,28.46833661,14
523,58.66466577,7
524,79.87157952,6
525,45.1848312,8
526,52.84175614,5
527,3.450087272,11
528,19.16134194,9
529,50.56999244,3
530,56.01887542,6
531,96.25992035,13
532,34.13296298,6
533,49.95561233,11
534,54.32692799,5
535,14.6042774,9
536,8.162155305,13
537,66.29743737,10
538,94.09529569,13
539,8.002357418,4
540,97.88202613,14
541,77.8289926,16
542,49.64575181,10
543,72.07138457,11
544,30.19024271,11
545,86.57842572,12
546,80.44329088,11
547,12.02639693,9
548,15.2716992,9
549,22.27085833,3
550,70.69694542,12
551,84.6522169,14
552,4.318778776,10
553,32.44781068,8
554,82.09291648,10
555,90.67140501,8
556,41.17490673,9
557,93.82488471,10
558,1.297377539,10
559,94.59845647,9
560,4.873133055,12
561,70.56166192,8
562,10.02652533,11
563,91.61827541,13
564,78.88756869,11
565,4.791473853,5
566,27.02408631,11
567,96.5602404,8
568,87.05877529,7
569,10.36743626,11
570,75.73166809,11
571,87.8931877,11
572,59.10732513,7
573,47.43579773,12
574,73.16950571,16
575,21.61862045,9
576,27.22977567,8
577,63.33943387,8
578,94.14775781,9
579,65.58363182,9
580,36.348567,5
581,67.28537683,11
582,38.26365038,10
583,57.75272984,11
584,1.997528365,9
585,74.21258404,9
586,25.79250538,10
587,88.44542908,7
588,96.36682849,11
589,93.70823051,5
590,30.68375539,7
591,48.68276701,8
592,87.48058153,11
593,35.63608744,6
594,34.39968775,12
595,99.28329284,15
596,76.67553716,14
597,31.99974524,13
598,96.64623537,10
599,58.01315818,11
600,94.80796768,11
601,55.76915317,6
602,65.73855067,17
603,67.71383903,16
604,93.90127326,16
605,43.31896659,10
606,88.26866602,15
607,55.7421616,13
608,42.62370178,6
609,54.51443903,14
610,37.05901655,10
611,60.98780232,11
612,75.19787226,9
613,32.62357865,6
614,91.30222308,12
615,27.45074225,12
616,5.637046928,10
617,18.48796092,11
618,84.80840214,7
619,90.0052127,10
620,67.42934864,13
621,3.307695594,13
622,78.45480815,11
623,13.63037303,4
624,58.33932511,12
625,40.47410034,13
626,42.39343498,14
627,58.03111296,14
628,26.68872846,10
629,43.93874782,5
630,79.84497645,4
631,62.44545819,9
632,37.83865653,8
633,13.74499411,6
634,42.39244324,12
635,9.994903253,14
636,10.71995057,13
637,88.88805243,14
638,11.18114027,9
639,65.54029596,11
640,20.76301677,9
641,93.5249486,12
642,72.32139739,8
643,5.811692006,11
644,94.99341617,10
645,62.88091147,9
646,3.235344938,16
647,18.03727017,11
648,20.04558351,7
649,65.85531952,13
650,96.34214158,10
651,76.39768249,7
652,79.73965763,11
653,86.16922561,12
654,20.84334823,13
655,11.96114188,13
656,21.82089193,10
657,40.07636821,12
658,12.09377025,8
659,16.7910069,10
660,41.52707313,10
661,24.32211023,12
662,73.83794747,9
663,82.42202366,10
664,91.16124676,11
665,9.302999917,10
666,27.02663345,11
667,4.194416339,14
668,75.11367316,10
669,98.90090842,9
670,80.21627415,5
671,96.3504544,10
672,3.440123983,13
673,70.91739229,10
674,53.63803406,11
675,58.49779593,6
676,58.57811205,15
677,74.88040857,11
678,73.88468541,8
679,27.6800103,11
680,80.53328851,12
681,94.17487783,11
682,52.74137459,11
683,29.94061159,13
684,7.660644199,7
685,48.37876966,6
686,82.67576131,6
687,47.84783404,18
688,42.55176915,13
689,77.25606929,11
690,63.93047306,11
691,43.84121608,14
692,40.54912934,13
693,61.57267871,9
694,85.25313188,11
695,61.2207155,8
696,68.3490057,11
697,18.21647198,9
698,91.15632288,7
699,49.88850376,8
700,26.56542796,8
701,21.41428934,11
702,7.492483384,5
703,56.70826519,9
704,8.128976915,9
705,19.10682067,9
706,50.17932274,9
707,99.88215312,13
708,95.38518058,10
709,49.32575617,5
710,16.89653529,10
711,26.00291229,16
712,37.59109443,6
713,28.63350008,15
714,16.81510368,12
715,19.19778006,9
716,18.39244016,10
717,84.61792574,9
718,70.89080967,10
719,95.11375555,9
720,24.10676628,9
721,18.56820565,14
722,17.49402182,15
723,17.57648406,9
724,24.94995955,12
725,40.7201587,7
726,61.58358592,11
727,1.668336662,13
728,92.38664561,10
729,71.1476115,8
730,5.086066877,9
731,12.01998468,10
732,94.69254462,8
733,15.22018511,8
734,90.66041391,8
735,34.34660323,10
736,99.28142936,10
737,37.15710251,7
738,72.60554633,13
739,19.31577607,11
740,68.9217689,4
741,52.89253949,5
742,36.92966264,10
743,31.60536096,14
744,3.27075962,8
745,24.11640247,8
746,77.58485351,17
747,6.193151558,8
748,39.4174536,9
749,87.88529309,6
750,25.2913221,10
751,26.2328424,12
752,14.78955634,7
753,7.202838338,6
754,34.68942028,12
755,69.67528646,9
756,56.1243081,12
757,78.01722677,7
758,31.22636953,7
759,36.46411081,15
760,70.04581764,12
761,33.01211118,7
762,11.68368966,13
763,38.2440059,8
764,11.45315266,7
765,95.96312148,12
766,48.19173825,6
767,93.12256603,14
768,3.187880991,11
769,46.80541649,11
770,40.29801192,10
771,11.92810426,9
772,87.16295827,13
773,1.994838635,11
774,74.40481645,8
775,35.78594029,13
776,42.74287696,9
777,94.35528442,9
778,14.6092314,11
779,60.73473273,17
780,93.43367906,8
781,61.84585155,8
782,40.86154762,8
783,63.2758426,6
784,8.036741754,9
785,99.22404021,6
786,41.32639533,9
787,70.32388118,13
788,40.48641378,7
789,33.27289207,14
790,12.87815243,8
791,24.59343299,12
792,90.05508276,7
793,2.749085706,12
794,1.260396,15
795,47.80591039,9
796,33.00284909,17
797,3.274579393,13
798,21.16352881,10
799,30.24298667,8
800,43.827615,10
801,39.43648508,10
802,88.60552136,16
803,38.68125761,5
804,55.11522123,9
805,35.92967582,13
806,52.68216596,13
807,78.52498826,8
808,67.38481154,11
809,63.59441585,10
810,94.38275718,14
811,69.71724902,4
812,9.084768454,10
813,98.59995623,11
814,7.986946823,14
815,17.6500411,13
816,54.26915276,14
817,94.40818969,11
818,5.215762067,15
819,20.41234649,13
820,4.887540033,15
821,5.576839205,8
822,7.495573699,6
823,46.17165239,13
824,49.23739468,13
825,83.59918424,13
826,91.3801722,16
827,51.62723665,8
828,84.6510926,7
829,93.0670829,16
830,17.4248616,5
831,18.94238906,5
832,99.05862117,7
833,52.52446015,10
834,18.84489758,9
835,15.92749914,11
836,46.15263322,5
837,84.14077302,6
838,52.62731737,16
839,9.016748099,6
840,80.22714884,8
841,89.83824186,7
842,15.17644618,10
843,64.78571056,12
844,23.88712894,10
845,7.73467531,13
846,51.50836348,9
847,48.85382392,10
848,74.51142217,8
849,52.7634701,9
850,33.31033101,10
851,49.17042516,16
852,0.927533465,7
853,78.3619883,7
854,80.05698367,7
855,6.02606684,12
856,77.25482548,7
857,4.930482013,12
858,1.464378857,8
859,92.45275538,9
860,53.12330795,9
861,90.09745321,7
862,56.3621474,9
863,16.4297028,13
864,10.19449525,9
865,64.63127546,12
866,97.01422071,11
867,55.13167202,9
868,94.39487618,4
869,88.84847658,8
870,31.44187764,8
871,92.89372494,9
872,70.95714728,6
873,81.57593301,12
874,72.84760163,6
875,13.14444689,15
876,87.8075748,8
877,1.991016185,7
878,34.80099635,12
879,60.93119239,13
880,51.78560577,12
881,11.60951653,10
882,74.74297746,8
883,54.07274435,5
884,38.75182732,8
885,2.080923389,6
886,0.132571557,7
887,12.65664902,8
888,82.62210209,4
889,32.44240116,11
890,11.39512684,13
891,17.7068478,10
892,14.54803338,11
893,81.50639266,8
894,88.92933126,9
895,50.99047665,12
896,72.00907546,12
897,36.92830685,12
898,93.32501702,14
899,59.94113653,8
900,55.91257918,11
901,16.07116298,5
902,51.74202237,7
903,27.29483736,9
904,87.70212801,12
905,77.55227976,14
906,64.46690713,14
907,33.86108673,4
908,65.87684646,11
909,85.36660066,9
910,23.69677825,14
911,20.68487338,9
912,4.295372567,11
913,31.42353392,11
914,80.21144029,7
915,27.95317317,5
916,85.20753151,9
917,55.08621887,6
918,93.6532157,14
919,77.05251754,7
920,79.81193,2
921,39.7591094,10
922,7.038607588,10
923,94.27309199,20
924,42.97597662,9
925,17.37032908,15
926,92.65658865,12
927,52.9246365,9
928,88.72843904,13
929,27.09035864,10
930,98.31390139,15
931,10.38595494,5
932,11.64990333,8
933,37.37434614,5
934,43.32019605,10
935,32.71221668,14
936,30.33902831,11
937,35.02839541,10
938,33.72735383,11
939,98.22187175,9
940,42.02425731,9
941,75.53713203,8
942,6.823006878,9
943,58.92535204,8
944,61.60499977,8
945,84.82596281,8
946,17.63635303,11
947,40.27900007,9
948,70.90154123,13
949,3.504421515,7
950,62.32333125,18
951,78.37366865,13
952,39.94585434,6
953,12.99974509,11
954,55.46743579,17
955,80.72104149,11
956,64.25740283,10
957,49.80243226,9
958,51.3563816,10
959,30.08109531,10
960,59.18481501,15
961,13.87533629,10
962,80.89445895,8
963,68.04013634,15
964,20.12531592,12
965,74.89162697,19
966,40.88333792,7
967,50.7236449,8
968,4.85649039,10
969,3.461137693,9
970,60.04978139,8
971,45.32235803,7
972,51.10745353,7
973,29.28328002,11
974,69.3331765,11
975,39.92732081,11
976,83.09462194,7
977,80.21697009,10
978,39.96406451,8
979,69.44891727,11
980,87.53206634,7
981,31.86695529,8
982,67.56142094,10
983,40.86358268,10
984,56.15497909,9
985,18.56658701,11
986,49.9839108,15
987,94.55826594,10
988,16.25618318,8
989,6.349012372,9
990,13.26570085,9
991,27.7677624,9
992,95.49905669,10
993,40.15310374,12
994,55.57360791,11
995,41.36901137,10
996,84.74114002,8
997,67.96000889,15
998,59.87379805,11
999,25.39446612,10
1000,79.01396847,4
1001,18.48858895,5
1002,12.76459449,9
1003,17.41420515,12
1004,98.4747021,7
1005,44.5364401,9
1006,98.54928483,15
1007,91.84179811,5
1008,89.98603143,9
1009,53.20030858,5
1010,50.62946379,10
1011,5.400794302,9
1012,35.71041804,16
1013,66.91298296,11
1014,95.79428893,9
1015,62.31573087,7
1016,53.75344632,7
1017,22.96002149,12
1018,71.95006106,8
1019,24.02668078,7
1020,51.69396645,9
1021,25.98305244,12
1022,76.74699468,14
1023,32.78591647,15
1024,18.11994221,10
1025,28.55948759,15
1026,2.526554326,7
1027,92.89613159,13
1028,14.31582733,5
1029,53.01374912,12
1030,45.59072354,7
1031,50.01737021,11
1032,94.39980567,9
1033,40.74218015,14
1034,6.100073829,11
1035,26.52421482,18
1036,40.92218888,5
1037,50.38789008,12
1038,30.96092546,10
1039,73.58546741,12
1040,77.92265548,14
1041,32.78084041,11
1042,75.54174771,6
1043,81.90336837,4
1044,37.82597587,6
1045,62.27618451,18
1046,11.81592378,11
1047,10.75496781,9
1048,53.90332928,10
1049,53.2060677,10
1050,7.213457488,8
1051,17.38131309,7
1052,3.71981347,10
1053,35.49954973,7
1054,54.96001476,9
1055,74.60358096,12
1056,88.05701307,16
1057,92.45551077,9
1058,43.90717817,10
1059,39.96298974,11
1060,35.48193502,14
1061,96.60700469,4
1062,55.86191141,8
1063,29.37706602,9
1064,4.008576064,8
1065,5.184838898,12
1066,76.81860696,12
1067,87.87221233,6
1068,75.74416592,5
1069,17.79974683,7
1070,68.14686765,14
1071,34.04870413,8
1072,56.40729265,9
1073,39.0725099,4
1074,64.96903354,9
1075,65.95873481,5
1076,58.2469546,6
1077,29.38491767,6
1078,93.33768112,5
1079,39.00173341,13
1080,37.05385658,11
1081,12.36389263,12
1082,62.07076735,7
1083,96.97776113,12
1084,71.49483906,4
1085,31.51810172,11
1086,66.74357434,3
1087,82.84598624,9
1088,99.33865732,10
1089,79.84359369,11
1090,53.12089629,15
1091,82.97242182,12
1092,77.63872447,11
1093,28.94929093,8
1094,21.35701058,9
1095,63.61779829,14
1096,86.63704533,11
1097,49.93467552,8
1098,70.69075373,8
1099,70.10637179,14
1100,34.70717196,8
1101,16.47171145,9
1102,37.12491703,12
1103,64.84621782,6
1104,4.00917728,10
1105,79.64026367,11
1106,48.66783419,10
1107,84.12646493,8
1108,45.19898295,13
1109,20.1379698,13
1110,57.92991384,12
1111,12.68104236,10
1112,80.68357895,7
1113,89.51501308,10
1114,40.88986469,10
1115,27.56797273,9
1116,57.12915782,8
1117,82.70509189,5
1118,23.63969358,9
1119,58.54829685,13
1120,16.9791474,7
1121,99.88704619,12
1122,95.44990505,14
1123,4.412425263,6
1124,10.61757517,11
1125,65.37453607,7
1126,44.10491837,13
1127,5.231297459,7
1128,17.94384427,10
1129,70.12718902,8
1130,37.19286458,11
1131,41.4674409,17
1132,70.42325619,14
1133,71.62534418,5
1134,15.77019205,14
1135,61.03494009,14
1136,33.29415664,12
1137,75.09488661,12
1138,66.63822762,19
1139,15.89639373,3
1140,66.41235065,13
1141,15.92565356,6
1142,90.28099207,11
1143,25.53122106,8
1144,35.20189794,13
1145,57.3856232,5
1146,87.93924781,12
1147,46.22926777,14
1148,24.44984978,6
1149,84.06646275,14
1150,71.12931907,14
1151,20.73352553,10
1152,35.25533166,10
1153,72.93560256,12
1154,91.39923791,10
1155,13.50244526,10
1156,91.62318562,9
1157,35.69484965,11
1158,66.58466347,9
1159,11.7964769,11
1160,5.083988374,11
1161,22.30692501,14
1162,66.30721339,12
1163,93.37771577,15
1164,20.33938968,8
1165,62.44142081,9
1166,38.93174725,11
1167,84.24712939,8
1168,90.59629824,10
1169,75.8368948,9
1170,32.83854569,11
1171,41.2973982,12
1172,33.39543766,13
1173,79.7455535,6
1174,86.22179211,5
1175,90.54425301,9
1176,95.29490066,10
1177,78.75130516,13
1178,48.03367886,8
1179,46.04572067,10
1180,15.2960808,12
1181,80.20568567,8
1182,52.27512468,8
1183,14.81170433,9
1184,43.54490361,13
1185,90.39898093,7
1186,23.21173656,16
1187,5.454915855,10
1188,39.77571903,9
1189,91.96278185,13
1190,83.39340878,2
1191,77.24852471,5
1192,9.772698162,15
1193,15.85078593,9
1194,2.781062201,6
1195,66.59092926,7
1196,18.26261415,8
1197,91.68984985,10
1198,53.22540735,7
1199,82.83093411,10
1200,48.52060529,5
1201,58.97281806,10
1202,0.087487046,8
1203,2.645159094,9
1204,4.768070695,12
1205,2.119920799,8
1206,32.66686297,14
1207,2.402467327,12
1208,41.18705913,7
1209,94.74527077,13
1210,24.06505705,10
1211,94.42177038,14
1212,19.61492987,8
1213,28.3372124,12
1214,1.761585521,10
1215,78.13060228,10
1216,8.25437801,10
1217,27.73632728,13
1218,13.37037985,9
1219,40.45112466,15
1220,70.46946802,9
1221,13.47594287,6
1222,7.180838124,12
1223,14.60383174,9
1224,72.58016346,11
1225,85.75282707,7
1226,40.36560273,13
1227,43.92483293,12
1228,57.23259107,7
1229,29.49455238,9
1230,0.809300179,6
1231,13.19410903,6
1232,76.57511481,15
1233,73.24037023,8
1234,48.52318908,9
1235,66.84965137,8
1236,99.455819,8
1237,98.59147125,10
1238,52.3712351,9
1239,64.95022592,11
1240,61.75359066,10
1241,47.37139996,8
1242,28.33503303,12
1243,99.82612689,8
1244,47.20672052,9
1245,60.20521761,7
1246,64.25164698,7
1247,48.75920806,8
1248,32.66775738,10
1249,54.51953514,6
1250,76.2466443,10
1251,76.75855097,7
1252,98.39826107,11
1253,33.4231785,9
1254,99.64978315,8
1255,72.26498039,11
1256,99.89736511,8
1257,19.43894206,7
1258,2.82206689,7
1259,75.93712623,10
1260,41.08418203,8
1261,90.77183444,6
1262,44.87308494,5
1263,78.4579512,14
1264,47.13286783,8
1265,28.2081224,15
1266,45.24873735,11
1267,87.60256537,11
1268,62.96742512,14
1269,89.42552905,11
1270,68.40608579,10
1271,93.5395018,9
1272,24.81756245,12
1273,91.00788056,6
1274,94.34743086,12
1275,37.83979688,13
1276,0.436684373,15
1277,40.14187641,11
1278,83.92062499,4
1279,50.26884705,11
1280,14.62001624,13
1281,94.29876497,4
1282,46.55715341,6
1283,3.061846248,7
1284,48.72105287,9
1285,66.91909307,16
1286,2.673383825,9
1287,95.10708626,11
1288,78.40021197,12
1289,34.62521178,11
1290,99.58191437,9
1291,69.2195636,10
1292,23.88928768,9
1293,38.96591603,9
1294,83.45334944,11
1295,95.09974518,9
1296,44.84502443,5
1297,91.40419841,11
1298,13.44951263,5
1299,5.650809919,8
1300,80.54281103,9
1301,55.12291808,8
1302,60.37381236,8
1303,61.04319009,7
1304,77.58709211,10
1305,32.90858807,14
1306,37.9763402,10
1307,45.94335584,10
1308,76.12889141,7
1309,62.03117704,11
1310,18.99937817,10
1311,75.00917381,8
1312,20.14146741,11
1313,76.99124741,8
1314,96.19981551,9
1315,58.33547937,9
1316,36.30266553,7
1317,93.37895778,10
1318,72.61027554,5
1319,75.42945612,5
1320,38.90577727,14
1321,75.30222787,8
1322,75.80759467,9
1323,89.71660135,9
1324,95.78564742,13
1325,55.60634122,18
1326,84.07004334,14
1327,1.133213378,13
1328,35.87921702,5
1329,8.019128791,13
1330,16.8941332,12
1331,67.89495237,7
1332,71.01393975,16
1333,69.1596387,17
1334,56.56019382,10
1335,31.58240083,10
1336,10.71625622,15
1337,4.702812899,10
1338,19.19037041,12
1339,77.855025,7
1340,31.12661981,10
1341,43.77548853,10
1342,58.86510238,14
1343,7.308957516,8
1344,32.4246841,10
1345,2.032599645,6
1346,76.40955697,14
1347,51.20178803,6
1348,97.88848774,7
1349,10.44970136,13
1350,12.38515435,10
1351,38.50132341,13
1352,88.75857624,12
1353,10.30779686,12
1354,38.7948253,9
1355,99.80412265,11
1356,12.48792913,10
1357,51.02917331,11
1358,31.08902338,7
1359,44.06425687,10
1360,64.30854083,5
1361,40.06040101,6
1362,14.91698571,13
1363,7.97864378,9
